news_body,news_source,news_thread,news_time,news_title,news_url,source_url
"
                        （原标题：韩国单日新增连续两天降到个位数 累计10708例）
                    ,图：韩联社,据韩联社24日消息，韩国中央防疫对策本部当天通报，当地时间23日0时至24日0时，韩国新增6例新冠肺炎确诊病例，累计确诊10708例，单日新增连续两天降到个位数；无新增死亡病例，累计死亡240例。。,韩国中央应急处置本部防疫总括组长尹泰皓23日表示，新冠肺炎疫情有可能在今年秋冬季发生二次流行，政府将进一步扩充医疗资源，提前做好应对准备。,尹泰皓表示，医疗部门正在配置更多的体外膜肺氧合机（ECMO，即人工肺）和负压病房等重症治疗设施。他表示，不排除今后爆发比大邱更加严重的集体感染的可能性，而且韩国国内人口中拥有新冠病毒抗体的比例不高且尚无疫苗和特效药，疫情很可能出现反复，要做好长期抗疫的准备。,
",海外网,FAVGP8DQ0001899O,2020-04-24 09:21:26,韩国单日新增连续两天降到个位数 累计10708例_网易新闻,https://news.163.com/20/0424/09/FAVGP8DQ0001899O.html,http://news.haiwainet.cn/n/2020/0424/c3541093-31775617.html
"
                        （原标题：“罗斯福”号航母全部舰员都已接受检测 至少840人确诊）
                    ,美国海军“罗斯福”号航母的所有舰员都已经接受新冠病毒检测，至少840名舰员的新冠病毒检测结果为阳性。,据《纽约邮报》4月24日报道，美国海军在4月23日发布消息称，“罗斯福”号航母上至少840名舰员的新冠病毒检测结果为阳性，由于还有少数检测结果未出，这个数字还可能会上升。,停靠关岛的美国海军“罗斯福”号航母,报道称，美国海军已经对“罗斯福”号航母上全部约5000名舰员进行了新冠病毒检测，周四美国海军公布的感染人数比周三有所增加，周三的时候海军称已对99%的舰员进行检测。,美国海军表示，在确诊病例中，已有88人康复，目前仍有4名水兵在医院接受治疗，比周三报告的6人又有所减少，也没有人住进重症监护室。,
,另外，对于此前“罗斯福”号前任舰长克罗泽发布“求援信”一事，美国海军已经完成了调查，准备公布有关该信件是如何泄露给媒体的调查结果。,美国海军作战部长、海军最高军官迈克·吉尔迪上将将在本周公布调查结果，美国国防部长埃斯珀对此表示，他相信海军会做出正确决定。他说：“我相信海军会做出正确的决定，我将对这些决定进行苹果，我们将在此基础上继续前进。”,另据CNN网站4月22日报道，一名美国海军高级官员告诉CNN，目前有26艘美国军舰出现新冠肺炎确诊病例。另外还有14艘军舰曾经出现疫情，但舰员目前都已经康复。",环球网,FAVGJ16L0001899O,2020-04-24 09:18:02,罗斯福号航母全部舰员都已接受检测 至少840人确诊_网易新闻,https://news.163.com/20/0424/09/FAVGJ16L0001899O.html,https://mil.huanqiu.com/article/3xxjETD0eAh
"
                        （原标题：张伯礼称疫情一到两年内不会完全止住）
                    ,
	,
	,
						,
						,
					,【#张伯礼称疫情一到两年内不会完全止住#】4月23日，中国工程院院士、天津中医药大学校长张伯礼称，新冠肺炎疫情很难像SARS一样戛然而止。按照目前疫情在全球蔓延的形势来看，他分析，预计今年秋冬还会有第二波。他表示，新冠肺炎疫情在未来一到两年内不会止住，但预计一到两年后疫苗会出来，经过普种疫苗以后逐步可以把其控制住。大部分人都产生抗体以后，新冠肺炎也就称得上是一个和人类共存的、常态的疾病。,
",中国新闻网,FAUJPJ2P0001899O,2020-04-24 00:54:48,工程院院士张伯礼：疫情一到两年内不会完全止住_网易新闻,https://news.163.com/20/0424/00/FAUJPJ2P0001899O.html,https://weibo.com/2769885021/IEGG9D8J1?type=comment
"
                        （原标题：蓬佩奥发起新攻击：美国可能永远不会恢复对世卫组织资助）
                    ,【环球网报道】“美国可能永远无法恢复（对世界卫生组织的）资助、让纳税人的钱都流向世卫组织（WHO）。”英国路透社23日报道称，美国国务卿蓬佩奥当地时间22日晚在接受美媒采访时表示，就有关WHO对新冠疫情的处理来看，需要对WHO进行根本性的改革，而WHO最大的捐助国——美国可能永远不会恢复对其资助。,路透社报道截图,路透社称，当地时间22日晚，蓬佩奥对联合国系统内卫生问题的指导和协调机构——WHO发起了新的攻击。他当晚接受美国福克斯新闻采访时表示，需要对WHO进行“结构性修复”，以纠正其“缺陷”。,蓬佩奥 图源：路透社,当被问及是否不排除更换WHO领导人的可能性时，蓬佩奥回答说：“更有可能的是，美国可能永远无法恢复（对WHO的）资助、让纳税人的钱都流向WHO。”,蓬佩奥出此表态之际，民主党人却对特朗普政府的做法很是不满。,报道称，众议院民主党人指责特朗普政府试图把WHO 当做“替罪羊”，以分散人们对政府处理疫情的不满情绪。而在给特朗普总统的一封信中，民主党人还呼吁立即恢复对WHO的资助。,据路透社介绍，美国一直是WHO的最大捐助国，2019年捐款超过4亿美元，约占其预算的15%。美高级官员上周对路透社表示，华盛顿可能会把这些资金转投向其他救援组织。,
,本月14日，特朗普以WHO应对新冠肺炎疫情不力为由，宣布美国暂停向这一组织缴纳会费。特朗普说，“世卫组织没有履行基本职责”，美国将观察世卫组织应对疫情的表现，其间暂停缴纳会费，可能持续60至90天。,面对美国这场“闹剧”，国际社会的批评和谴责持续不断，就连美国的欧洲盟友都发出反对之声。在此前的七国集团领导人视频会议上，与美国指责世卫的态度相反，德国、法国、意大利和加拿大等国领导人一致强调和呼吁加强国际合作应对疫情，表达对世卫组织的高度肯定和“全力支持”。世界卫生组织总干事谭德塞本月20日表示，世卫组织及时向包括美国在内的所有国家分享了新冠疫情信息，有一些美国专家一直在世卫组织工作，有力反驳了美国一些人指责世卫组织“隐瞒”疫情的说法。",环球网,FAVDO5KO0001899O,2020-04-24 08:28:24,蓬佩奥：美国可能永远不会恢复对世卫组织资助_网易新闻,https://news.163.com/20/0424/08/FAVDO5KO0001899O.html,https://world.huanqiu.com/article/3xxhp3wBENQ
"
                        （原标题：福奇称美国需“大幅提高”检测水平，特朗普：我不同意，我们做得非常好）
                    ,【环球网报道】“我不同意他所说的，我认为我们在检测方面做得非常好。”特朗普在23日白宫例行疫情简报会上如此反驳美国顶级传染病学家福奇当天早些时候有关美国需要“大幅提高”检测水平的说法。,特朗普（左）与福奇,据美国有线电视新闻网（CNN）报道，福奇当天早些时候接受媒体采访时说，“绝对需要大幅提高，不仅仅是检测的数量，还包括实际执行检测的能力。”,CNN报道截图,对此，特朗普在当天晚些时候的白宫例行疫情简报会上提及了福奇的说法，但表示自己并不同意。,“我不同意他所说的，不，我认为我们在检测方面做得非常好。”特朗普当时说道。,报道称，福奇并没有参加当天的白宫例行疫情简报会。,
,报道提到，福奇受访时的言论与特朗普作出的承诺背道而驰。此前，特朗普一直保证说美国在新冠病毒检测方面有了坚实的基础，他22日还说“我们正在做更多的检测”。,但CNN批评道，特朗普及其政治梦游一直在吹捧美国所做的新冠病毒检测总数量，但该国人均检测数量落后于意大利。,报道还提到，在福奇发表上述评论之际，一些州长希望放宽限制措施，重新开放各州经济。而在放宽限制措施前，美国必须每周有能力进行数百万次新冠病毒检测。但截至目前，美国累计进行的新冠病毒检测不到500万次。一些州长报告说，从检测试剂到棉签，进行新冠病毒检测所用的检测材料持续短缺。",环球网,FAVER9RD0001899O,2020-04-24 08:47:36,福奇称美国需大幅提高检测水平 特朗普：我不同意_网易新闻,https://news.163.com/20/0424/08/FAVER9RD0001899O.html,https://3w.huanqiu.com/a/c36dc8/3xxhsoXJi6X?agt=20
"
                        （原标题：东方红一号在太空过50大寿 专家梳理“东方红”家族成绩单）
                    ,【环球时报报道】1970年4月24日，中国首颗人造地球卫星东方红一号被成功发射，自此开启中国的太空时代。50年前，东方红一号让中国成为世界上继苏联、美国、法国、日本之后第五个成功发射国产人造地球卫星的国家。50年后，这颗卫星仍在轨飞行，见证着中国卫星事业和航天事业的发展和成就。,由于长征一号的运载火箭运载能力较强，东方红一号卫星的起点很高。它总重173公斤，超过前4个国家发射的第一颗卫星的总重量之和。公开资料显示，苏联发射的人类首颗卫星重量为83.6公斤，美国、法国和日本发射的首颗卫星质量分别为8.2公斤、38公斤和9.4公斤，4颗卫星加起来还比东方红一号卫星轻许多。东方红一号卫星运行在近地点439公里，远地点2384公里，这条轨道也要比美苏发射的第一颗卫星的轨道高。,小火箭微信公众号创始人邢强博士23日对《环球时报》记者表示，用现在的时髦说法，东方红一号卫星整个系统的完成度非常高。除了重量、轨道高度以外，那次任务不仅是简单用火箭将卫星送入轨道，它的载荷还实现了技术水平较高的操作，比如要在轨播放《东方红》乐曲，既要保证乐音优美还要考虑多普勒效应。另外，凡是卫星可以覆盖的国家和地区，中国向他们进行了非常精准的轨道预报，东方红一号卫星综合体现了中国当时在运载火箭、卫星平台、载荷、上升段和在轨运行段的在轨测控技术，这四大系统在一次任务中得到很好的解决。这样的任务完成度与其他国家有很大不同，说明不是为了赶世界前五这个节点，而是进行了非常系统化的建设才有了这次发射。,《环球时报》记者23日从航天科技集团了解到，在东方红一号研制发射过程中，中国科研人员攻克了火箭级间连接和分离技术、末级火箭观测裙设计、卫星天线释放和展开、仪器舱罩镀金、热真空模拟实验、红外地平仪的研制和试验等一系列技术和工艺难关，并在跟踪测轨技术、信号传送方式、热控制技术等方面超过了其他国家的首颗卫星。,戚发轫院士在日前举行的纪念座谈会上表示，东方红一号卫星的发射，一举打破了苏联、欧美等国家对航天尖端技术的垄断。“搞东方红一号的时候，我们没用一个外国元器件，都是中国人自己造的。”戚发轫说。,邢强表示，东方红一号已经在轨50年，这也是非常了不起的成就。一是因为上面谈到的轨道高度比较高，另外一个原因是轨道倾角设计非常巧妙。当年中国航天工程师团队选择了一个既充分利用火箭运力、又能兼顾地区覆盖能力，尽量让更多国家和地区可以接收到乐音，并能看到中国卫星的轨道。正是因为东方红一号卫星的轨道高度和轨道倾角的“优雅”组合，才能让它50年后仍然在轨道飞行。哪怕是美国这样的航天强国的首颗卫星也没做到这一点。,东方红一号升空，拉开了中国探索太空的序幕。此后，我国的人造地球卫星种类不断丰富。在东方红一号在轨50周年纪念日前后，多位国内知名航天专家对中国卫星50年来的发展成就进行了梳理。,中国航天专家庞之浩23日对《环球时报》记者表示，中国卫星发展可以分为3个阶段，第一阶段是技术准备阶段（1956-1970年），完成了从基础研究到东方红一号入轨的任务。第二阶段是技术试验阶段（1971-1984年），主要成果是研制、发射和运行返回式遥感卫星、试验性通信卫星和科学探测与技术试验卫星。第三个阶段为工程应用阶段（1985年起至今）。在这个阶段，我国卫星工程从技术试验走向工程应用，四大系列卫星相继投入使用。,庞之浩表示，我国卫星工程从技术试验走向工程应用时，刚开始是以卫星业务运行试验为主的卫星业务初步运行阶段，卫星类型少、寿命短、故障多。从2000年起进入卫星业务全面运行阶段，不仅卫星类型和数量多，“含金量”也大大提高。例如，遥感卫星由回收型发展为传输型；通信卫星由自旋稳定、小容量发展为三轴稳定、大容量；先后研制和发射了三代导航卫星。,专家表示，“东方红”系列的命名方式也经历了一个变化的过程。东方红一号是中国第一颗卫星，我国之后陆续发展了三代地球静止轨道通信卫星平台：东方红二号、三号、四号，其中二号、三号有同名卫星，而四号则只是作为平台名称使用。其中二号是小容量卫星平台，三号是中容量卫星平台，四号是大容量卫星平台。正在试验的东方红五号是超大容量平台。,根据航天科技集团提供的数据，50年来，我国自主研制了17种型号的长征系列运载火箭，成功实施300余次发射，将500多颗航天器送入太空，成功率96%，可靠性、安全性和入轨精度达到世界领先水平。50年来，载人航天和深空探测不断取得重大突破，我国成为世界上少数几个独立掌握载人天地往返、空间出舱、空间交会对接、推进剂在轨补加等重大技术的国家之一。2019年，圆满完成嫦娥四号任务，在人类历史上首次实现航天器在月球背面软着陆和巡视勘察，进入了探索深空宇宙奥秘的新时代。50年来，北斗导航工程成功发射54颗卫星，将在今年完成星座组网，建成覆盖全球的北斗卫星导航系统；高分卫星相继发射和投入使用，显著提升我国对地遥感观测能力，今年将形成具有时空协调、全天时、全天候、全球范围观测能力的稳定运行系统。。,据风云四号卫星总设计师董瑶海介绍，如今中国航天人用2代4型17颗风云系列气象卫星，探索出了一条具有中国特色的气象卫星发展之路，促成气象卫星中、美、欧三足鼎立格局。,对于中国航天取得的成就国外媒体也很关注。《巴基斯坦邮报》称，过去一年，中国努力推动太空科学发展。中国嫦娥四号探测器，去年年初降落月球背面，玉兔二号已经成为在月球上工作时间最长的月球车。在新冠肺炎疫情期间，中国高分卫星以及北斗导航系统，给方舱医院建设提供了技术支持。,邢强表示，经过50年发展，从轨道角度讲，中国卫星已覆盖低中高各种轨道高度，从小倾角到大倾角全部覆盖，“东方红”已不是一颗卫星的名字，而是一个型谱和家族。从产业成熟度来看，无论通信、遥感、导航三大领域都拥有较为完善的体系。,伴随着技术的发展，中国的航天器也从人造地球卫星发展到载人飞船以及深空探测器，让中国从世界第五，逐步向最前列挺进。但专家认为，这些成绩很出色，但未来仍有很多重大技术需要突破。,美国《时代》周刊称，从人造卫星到月球和火星，中国在这些领域正迅速变成“太空超级大国”。美国彭博社称，中国正在与美国在另一个星球展开争夺。中国航天局准备今年执行探测火星任务，该任务是中国探索清单上最雄心勃勃的项目，旨在与美国航空航天局获得同样地位，并将中国的科技知识转化为现实产品。,
,邢强表示，从1970年首颗卫星发射成功到2020年，中国已成功进行超过300次航天发射。按照在轨活跃卫星数来说，是世界第二，仅次于美国，这个成就是了不起的。邢强将中国后续发展的重大任务方向总结为大、多、远。“大”就是要在发展多种轨道、多种倾角卫星谱系的基础上，尽快在新一代载人飞船和货运飞船支撑下完成空间站的建设，因为运营在轨长期有人值守空间站将为后续的星际探索提供大量技术储备，并为医学、工业生产、尖端基础科学提供不可替代的科研平台。“多”就是要看到仅拼单星性能指标的时代即将过去，“拼星座”的时代马上到来。只有靠大量活跃卫星的在轨，并组成动态、自组织、自管理的巨型星座，才能保证我国未来在太空的轨道和频谱资源。为此，我国应该抓住机遇进一步推进低轨巨型星座的建设。“远”就是要着眼于具有重大战略意义的深空探测任务。虽然目前中国已实现探测器月球着陆，但人类重返月球的计划始终在激励着全球航天工程师，后续还要在人类重返月球计划、人类首次登陆火星、小行星采矿等任务上求新、求远。这些未来的重大任务都有赖于在卫星关键技术的后续突破，比如高可靠、可长时间持续工作的大功率电推进发动机，以及低轨道的星间通信，这些都是人类航天领域比较前沿的技术，在这些领域中国和世界上最顶尖的航天强国站在同一起跑线上。▲",环球网,FAVG8JG100018AOR,2020-04-24 09:11:00,"东方红一号50""大寿"" 专家梳理""东方红""家族成绩单_网易新闻",https://news.163.com/20/0424/09/FAVG8JG100018AOR.html,https://mil.huanqiu.com/article/3xxjZ8iWGpF
"
                        （原标题：截至4月23日24时新型冠状病毒肺炎疫情最新情况）
                    ,4月23日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例6例，其中2例为境外输入病例，4例为本土病例（黑龙江3例，广东1例）；无新增死亡病例；新增疑似病例2例，均为境外输入疑似病例（上海2例）。,当日新增治愈出院病例50例，解除医学观察的密切接触者607人，重症病例减少6例。,境外输入现有确诊病例769例（含重症病例32例），现有疑似病例17例。累计确诊病例1618例，累计治愈出院病例849例，无死亡病例。,截至4月23日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例915例（其中重症病例57例），累计治愈出院病例77257例，累计死亡病例4632例，累计报告确诊病例82804例，现有疑似病例20例。累计追踪到密切接触者728590人，尚在医学观察的密切接触者8362人。,湖北无新增确诊病例，新增治愈出院病例22例（武汉22例），无新增死亡病例，现有确诊病例47例（武汉47例），其中重症病例1例（武汉1例）。累计治愈出院病例63569例（武汉46417例），累计死亡病例4512例（武汉3869例），累计确诊病例68128例（武汉50333例）。无新增疑似病例，无现有疑似病例。,
,31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者34例，其中境外输入无症状感染者1例；当日转为确诊病例3例（无境外输入）；当日解除医学观察36例（境外输入10例）；尚在医学观察无症状感染者979例（境外输入157例）。,累计收到港澳台地区通报确诊病例1507例。其中，香港特别行政区1035例（出院699例，死亡4例），澳门特别行政区45例（出院27例），台湾地区427例（出院253例，死亡6例）。,（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",国家卫健委,FAVEDHOM0001899O,2020-04-24 08:40:05,全国新增新冠肺炎确诊病例6例 2例为境外输入病例_网易新闻,https://news.163.com/20/0424/08/FAVEDHOM0001899O.html,http://www.nhc.gov.cn/xcs/yqtb/202004/c5c446c763184509ad8baae9f748ab74.shtml
"
                        （原标题：必须让多边合作的轮子转起来（和音））
                    ,在多边维度上加大合作力度，以多边之力共同抗击疫情，这是当务之急。构建人类命运共同体，才能维护共同的健康福祉、更好的发展愿景,新冠肺炎疫情肆虐，对全球公共卫生安全、世界经济等诸多领域造成严重冲击。其影响所具有的广泛性、严重性，决定了凝聚全球合力的必要性、紧迫性。充分发挥多边机制作用，让多边合作的轮子转起来，让人类命运共同体的阳光普照地球家园，才能给予每一个在疫情阴霾笼罩下的国家和个体以希望和力量。,历史实践证明，多边主义能够在应对人类共同挑战的过程中发挥建设性作用。事实上，无论是联合国，还是二十国集团、亚太经合组织等全球性、区域性多边机制，很多都是在应对挑战的过程中应运而生的。阻击埃博拉疫情等突发公共卫生事件，应对国际金融危机、亚洲金融危机，无不有赖于国家力量基础上的多边合作。今年是联合国成立75周年，也是进一步审视各国对多边主义所作承诺的重要契机。突如其来的新冠肺炎疫情更是提醒人们，有必要加强和完善以联合国为核心的全球治理体系，让多边机制充分发挥应有效能。,“要战胜疫情就必须强化基于协调一致和多边主义的‘全球应对’行动。”第七十四届联合国大会本月初首次通过专门针对新冠肺炎疫情的决议，呼吁加强应对疫情多边合作。4月20日，联大通过关于确保各国都能获得应对新冠病毒的药品、疫苗以及医疗设备的决议，并在团结一致、多边合作的基础上提出一项全球对策，强调指出联合国系统在协调全球控制和遏制新冠病毒的传播对策方面发挥着核心作用，肯定世界卫生组织所发挥的关键作用。联合国大会的相关决议，明确了开展抗击疫情多边合作的严肃性和重要性，为全球携手应对疫情指明了方向。,世界卫生组织是负责卫生事务的联合国专门机构，是当前协调推进全球抗击疫情的核心力量，在帮助非洲等发展中国家应对疫情方面更是不可或缺。世界比以往任何时候都需要世界卫生组织。支持世界卫生组织，就是支持多边主义，就能凝聚全球抗疫力量，就能挽救更多生命。无论是“77国集团和中国”、不结盟运动所代表的广大发展中国家，还是法国、德国、英国、加拿大、日本等发达国家，以及联合国、欧盟等国际和地区组织，都明确支持世界卫生组织在应对疫情、加强全球公共卫生体系建设方面继续发挥重要作用。个别西方大国的一些政客站在绝大多数国家的对立面，执意给世界卫生组织抹黑、拆台，甚至在多边合作的舞台上搅局，是把本国利益凌驾于全球利益之上，是缺乏良知的表现。,中国坚定支持多边主义，积极支持国际组织发挥作用，坚定维护多边体制的权威性和有效性。新冠肺炎疫情在多国多点发生后，中国秉持人类命运共同体理念，以前所未有的行动，与世界各国协调合作、共担风雨、共克时艰。中国及时向世界卫生组织以及有关国家和地区通报疫情信息，第一时间向世界卫生组织分享新冠病毒全基因序列，充分彰显合作精神。中方在前期向世界卫生组织捐款2000万美元现汇的基础上，增加3000万美元现汇捐款，用于疫情防控和支持发展中国家卫生体系建设，充分表明支持世卫组织、支持多边主义的坚定态度。中国支持联合国、世卫组织动员国际社会加强政策协调，加大资源投入，特别是帮助公共卫生体系薄弱的发展中国家做好防范和应对准备。无论是在二十国集团框架内，还是在中国与中东欧十七国、东盟与中日韩（10+3）、东盟与中国（10+1）等地区合作平台上，中国积极推动抗疫国际合作，为提高公共卫生治理水平、稳定世界经济提出一系列重要倡议。联合国秘书长古特雷斯表示，中国的支持对多边主义至关重要，期待中国在国际事务中发挥重要领导力。,疫情全球蔓延，对于各国而言，挑战是共同的，责任是共同的，命运是共同的。加强全球治理，在多边维度上加大合作力度，以多边之力共同抗击疫情，这是当务之急。构建人类命运共同体，才能维护共同的健康福祉、更好的发展愿景。",人民日报,FB05EGMN000189FH,2020-04-24 15:22:34,必须让多边合作的轮子转起来_网易新闻,https://news.163.com/20/0424/15/FB05EGMN000189FH.html,https://wap.peopleapp.com/article/5422378/5337932?from=singlemessage
"
                        （原标题：习近平陕西行丨为决胜脱贫而战）
                    ,
	,
	,
						,
						,
					,四月的陕西，春意盎然。在脱贫攻坚决战的决胜之际，习近平走进秦岭深处，探访贫困山区，实地检验脱贫攻坚战的进展和成效。,四十年多来，习近平的足迹遍布中国最贫困的地区。摆脱贫困，一直是他最大的“心结”，也是他“花精力最多”的事情。,民生是人民幸福之基、社会和谐之本。在这次陕西之行中，习近平再次强调，要坚持以人民为中心的发展思想，扎实办好民生实事。要瞄准突出问题精准施策，做好剩余贫困人口脱贫工作，因地制宜发展区域特色产业，加快建立防止返贫监测和帮扶机制，加强易地扶贫搬迁后续扶持，多措并举巩固脱贫成果。",央视新闻客户端,FB05BHH8000189FH,2020-04-24 15:20:56,习近平陕西行丨为决胜脱贫而战_网易新闻,https://news.163.com/20/0424/15/FB05BHH8000189FH.html,http://m.news.cctv.com/2020/04/23/ARTIBwVuPTYvHAOaAd1DWAA5200423.shtml
"
                        （原标题：微视频丨直上云霄九万里）
                    ,
	,
	,
						,
						,
					,2020年4月24日,是中国第五个航天日,50年前的这一天,《东方红》乐曲响彻太空,那是一段峥嵘的岁月,更是奋斗的奇迹,一代代航天人,迎难而上 自主创新,2019年,嫦娥四号着陆月背,2020年,北斗卫星将全球组网,长征火箭挺进深空,未来,我们必定将拥抱星辰大海 翱翔九天,致敬,中国航天",央视网,FB05D871000189FH,2020-04-24 15:21:52,微视频丨直上云霄九万里_网易新闻,https://news.163.com/20/0424/15/FB05D871000189FH.html,http://news.cctv.com/2020/04/23/ARTIKqTCvk3mKoaG3Gbunkma200423.shtml
"
                        （原标题：美国众议院通过成立特别委员会 调查政府对疫情的应对）
                    ,据《纽约时报》报道，美国国会众议院23日投票通过成立特别调查委员会，以审查特朗普政府对新冠疫情的应对以及经济救助计划的执行情况。,该委员会将由民主党众议员吉姆·克莱伯恩 (Jim Clyburn)领导，有权传唤证人、调用文件，其职责是检查过去两个月推出的经济救助法案的执行情况，并审查“（政府）对新冠病毒危机的准备和应对”，包括政府对检测和隔离等问题的处理，设备和医疗用品的分发等。,美国总统特朗普此前表示反对成立该委员会，称其为民主党的“猎巫”行动。,
",央视新闻客户端,FAV7MRVF0001899O,2020-04-24 06:42:50,美国众议院成立特别委员会 调查政府对疫情的应对_网易新闻,https://news.163.com/20/0424/06/FAV7MRVF0001899O.html,http://m.news.cctv.com/2020/04/24/ARTIhq7G4sAf9tly0NE60yWv200424.shtml
"
                        （原标题：中国银行：4月24日系统升级，原油宝等业务将于4点至6点暂停服务）
                    ,中国银行公告，将于4月24日进行系统升级。升级期间，本行各渠道面向个人客户的中银外汇宝、账户贵金属、双向宝、对私期权和原油宝等相关业务将于04:00至06:00暂停服务。,尊敬的客户：,为向您提供更好的金融市场交易业务相关服务，我行将于2020年4月24日进行系统升级。升级期间，我行各渠道面向个人客户的中银外汇宝、账户贵金属、双向宝、对私期权和原油宝等相关业务将于04:00至06:00暂停服务。,我行将努力缩短因银行系统升级而暂停服务的时间，在上述公告停业时间内，如实际停业时间缩短，我行将正常处理客户交易申请，相关交易均有效。对系统升级给您带来的不便，敬请谅解。如有任何问题或需任何帮助，敬请致电95566。,特此公告,中国银行股份有限公司,二〇二〇年四月二十三日,
",每日经济新闻,FAUMOP010001899O,2020-04-24 01:46:47,中国银行:4月24日系统升级 原油宝等业务暂停服务_网易新闻,https://news.163.com/20/0424/01/FAUMOP010001899O.html,http://www.nbd.com.cn/articles/2020-04-24/1428060.html
"
                        （原标题：欧洲国家官员质问BBC：除了中国，还有谁？）
                    ,4月22日，匈牙利国际交流与关系国务秘书佐尔坦·科瓦奇接受BBC采访。,采访中，记者意欲将疫情与政治挂钩，提到匈牙利在疫情期间加强了与中国的联系，并认为匈牙利之所以待在欧盟是因为有利可图。,拒绝上套的科瓦奇直接反问：“除了中国，还有谁为匈牙利提供医疗物资？欧盟没有，英国没有，西欧也没有。”,当地时间4月23日，匈牙利官方新冠疫情信息网站通报称，境内新增新冠肺炎确诊病例116例，累计确诊2284例；新增死亡病例14例，累计死亡239例；新增治愈病例95例，累计治愈390例。医院共收治850名感染者，其中61人病情较重需要使用呼吸机。,上个月，匈牙利外交与对外经济部部长彼得·西亚尔托在其个人社交媒体账号上传了他与中国驻匈牙利大使段洁龙会面的视频。在会见中，西亚尔托表示，此次疫情让匈牙利认识到谁才是匈牙利人民真正的朋友。近几天来，匈牙利已经收到了从中国运来的数十吨用于防控冠状病毒的物资，接下来还有数百吨防疫物资将会从中国运到匈牙利。西亚尔托对中国帮助匈牙利共抗疫情表示感谢。,当地时间3月24日，满载匈牙利政府从中国采购防疫物资的包机抵达布达佩斯李斯特国际机场。据悉，这是匈牙利政府自中国采购的第一批防疫物资，约60吨，总值约500万欧元，包括各种医用口罩、防护服、额温枪、试剂盒等防疫急需品。,另据媒体报道，中国银行向匈牙利捐赠的8万只医用口罩已于4月4日顺利运抵布达佩斯。此外，中国银行匈牙利分行与复旦大学共同捐赠给政府相关机构的1.5万只KN95口罩、4.1万只医用口罩和300件防护服，也于4月9日运抵布达佩斯。,4月14日，为了支持匈牙利政府和人民抗击新冠肺炎疫情，中国中铁匈牙利公司也代表中国中铁股份有限公司，向匈牙利国家铁路公司、匈牙利创新与技术部、匈牙利国资委、匈牙利合作企业及友好人士等捐赠了30万只医用口罩。,
",环球网,FAUHDKL00001899O,2020-04-24 00:13:19,欧洲国家官员质问BBC：除了中国 还有谁提供物资？_网易新闻,https://news.163.com/20/0424/00/FAUHDKL00001899O.html,https://mp.weixin.qq.com/s/SK9Jz9R4OiHMb88UdV4qnQ
"
                        （原标题：徐州电动车闯红灯被撞飞 交警：全责并赔偿！）
                    ,
	,
	,
						,
						,
					,4月20日，徐州男子骑电动车闯红灯，结果被一辆正常行驶的轿车当场撞飞。赵某趴在地上半天动弹不得，经检查，所幸赵某仅受轻伤。交警判定赵某负全责，同时承担被撞轿车的维修费用。网友：没毛病！,
",江苏新闻,FAVLPOFJ0001899O,2020-04-24 10:49:05,徐州电动车闯红灯被撞飞 交警：全责并赔偿！_网易新闻,https://news.163.com/20/0424/10/FAVLPOFJ0001899O.html,https://weibo.com/1301904252/IEMgI4ZCF
